<ID|readonly|noverify>;<English>;<Comments>
ussr_gaz_mm_72k_without_crew_1;▂ GAZ-MM;
ussr_gaz_mm_72k_without_crew_2;GAZ-MM;
ussr_is_1_shop;▂ IS-1;
ussr_is_1_0;▂ IS-1;
ussr_is_1_1;▂ IS-1;
ussr_is_1_2;IS-1;
shop/group/ussr_kit_3rank_group;▂ IS-1/T-34/SdKfz 251 (camo net);
ussr_is_1_kit_3rank_shop;▂ IS-1 (camo net);
ussr_is_1_kit_3rank_0;▂ IS-1 (camouflage net);
ussr_is_1_kit_3rank_1;▂ IS-1;
ussr_is_1_kit_3rank_2;IS-1;
ussr_is_2_1943_shop;▂ IS-2 obr. 1943;
ussr_is_2_1943_0;▂ IS-2 obrazets 1943;
ussr_is_2_1943_1;▂ IS-2;
ussr_is_2_1943_2;IS-2;
tracked_vehicles/ussr_is2_0;▂ IS-2 obr. 1943;
tracked_vehicles/ussr_is2_1;▂ IS-2;
tracked_vehicles/ussr_is2_2;IS-2;
shop/group/cn_is_2_group;␗ IS-2;
cn_is_2_1943_shop;␗ IS-2 obr. 1943;
cn_is_2_1943_0;␗ IS-2 obrazets 1943;
cn_is_2_1943_1;␗ IS-2;
cn_is_2_1943_2;IS-2;
cn_is_2_1943_no402_shop;"␗ IS-2 obr. 1943 ""No.402""";
cn_is_2_1943_no402_0;"␗ IS-2 obrazets 1943 ""No.402""";
cn_is_2_1943_no402_1;␗ IS-2;
cn_is_2_1943_no402_2;IS-2;
shop/group/ussr_is_2_1944_group;▂ IS-2 obr. 1944;
ussr_is_2_1944_shop;▂ IS-2 obr. 1944;
ussr_is_2_1944_0;▂ IS-2 obrazets 1944;
ussr_is_2_1944_1;▂ IS-2;
ussr_is_2_1944_2;IS-2;
ussr_is_2_1944_revenge_shop;"▂ IS-2 obr. 1944 ""Mest'""";
ussr_is_2_1944_revenge_0;"▂ IS-2 obrazets 1944 ""Mest' Za Brata-Geroya""";
ussr_is_2_1944_revenge_1;▂ IS-2;
ussr_is_2_1944_revenge_2;IS-2;
ussr_is_2_1944_321_shop;"▂ IS-2 obr. 1944 ""No.321'""";
ussr_is_2_1944_321_0;"▂ IS-2 obrazets 1944 ""No.321""";
ussr_is_2_1944_321_1;▂ IS-2;
ussr_is_2_1944_321_2;IS-2;
cn_is_2_1944_shop;␗ IS-2 obr.1944;
cn_is_2_1944_0;␗ IS-2 obrazets 1944;
cn_is_2_1944_1;␗ IS-2;
cn_is_2_1944_2;IS-2;
ussr_is_3_shop;▂ IS-3;
ussr_is_3_0;▂ IS-3;
ussr_is_3_1;▂ IS-3;
ussr_is_3_2;IS-3;
ussr_is_4m_shop;▂ IS-4M;
ussr_is_4m_0;▂ IS-4M;
ussr_is_4m_1;▂ IS-4M;
ussr_is_4m_2;IS-4;
ussr_is_4m_tutorial_shop;▂ IS-4M;
ussr_is_4m_tutorial_0;▂ IS-4M;
ussr_is_4m_tutorial_1;▂ IS-4M;
ussr_is_4m_tutorial_2;IS-4;
ussr_is_6_shop;▂ IS-6 (Oby. 252);
ussr_is_6_0;▂ IS-6 (Obyekt 252);
ussr_is_6_1;▂ IS-6;
ussr_is_6_2;IS-6;
ussr_is_7_shop;▂ IS-7;
ussr_is_7_0;▂ IS-7;
ussr_is_7_1;▂ IS-7;
ussr_is_7_2;IS-7;
ussr_object_248_shop;▂ IS-100 (Oby. 248);
ussr_object_248_0;▂ IS-100 (Obyekt 248);
ussr_object_248_1;▂ IS-100;
ussr_object_248_2;IS-100;
shop/group/ussr_it_9p149_group;▂ IT-1/9P149;
ussr_it_1_shop;▂ IT-1;
ussr_it_1_0;▂ IT-1;
ussr_it_1_1;▂ IT-1;
ussr_it_1_2;IT-1;
wheeled_vehicles/ussr_kamaz_4310_awning_0;▂ KamAZ-4310;
wheeled_vehicles/ussr_kamaz_4310_awning_1;▂ KamAZ-4310;
wheeled_vehicles/ussr_kamaz_4310_awning_2;KamAZ-4310;
wheeled_vehicles/ussr_kamaz_4310_fuel_carrier_0;▂ KamAZ-4310 (fuel);
wheeled_vehicles/ussr_kamaz_4310_fuel_carrier_1;▂ KamAZ-4310;
wheeled_vehicles/ussr_kamaz_4310_fuel_carrier_2;KamAZ-4310;
ussr_pantsyr_s1_shop;▂ KamAZ-6560 (Pantsir-S1);
ussr_pantsyr_s1_0;▂ KamAZ-6560 (96K6 Pantsir-S1);
ussr_pantsyr_s1_1;▂ KamAZ-6560;
ussr_pantsyr_s1_2;KamAZ-6560;
shop/group/kv_1_2_group;▂ KV-1/KV-2;
shop/group/ussr_kv_1_2_group;▂ KV-1 (e)/KV-2;
ussr_kv_1_L_11_shop;▂ KV-1 obr. 1939;
ussr_kv_1_L_11_0;▂ KV-1 obrazets 1939;
ussr_kv_1_L_11_1;▂ KV-1;
ussr_kv_1_L_11_2;KV-1;
tracked_vehicles/ussr_kv1_0;▂ KV-1 obr. 1939;
tracked_vehicles/ussr_kv1_1;▂ KV-1;
tracked_vehicles/ussr_kv1_2;KV-1;
ussr_kv_1e_shop;▂ KV-1E obr. 1940;
ussr_kv_1e_0;▂ KV-1 obrazets 1940 s ekranami;
ussr_kv_1e_1;▂ KV-1E;
ussr_kv_1e_2;KV-1;
shop/group/ussr_kv_1_85_group;▂ KV-1 (l)/KV-85;
ussr_kv_1_zis_5_shop;▂ KV-1 obr. 1942;
ussr_kv_1_zis_5_0;▂ KV-1 obrazets 1942;
ussr_kv_1_zis_5_1;▂ KV-1;
ussr_kv_1_zis_5_2;KV-1;
ussr_kv_1s_shop;▂ KV-1S;
ussr_kv_1s_0;▂ KV-1S;
ussr_kv_1s_1;▂ KV-1S;
ussr_kv_1s_2;KV-1;
tracked_vehicles/ussr_kv1s_0;▂ KV-1S;
tracked_vehicles/ussr_kv1s_1;▂ KV-1S;
tracked_vehicles/ussr_kv1s_2;KV-1;
shop/group/ussr_kv_2_85_group;▂ KV-2/KV-85;
ussr_kv_2_1939_shop;▂ KV-2 obr. 1939;
ussr_kv_2_1939_0;▂ KV-2 obrazets 1939;
ussr_kv_2_1939_1;▂ KV-2;
ussr_kv_2_1939_2;KV-2;
tracked_vehicles/ussr_kv2_0;▂ KV-2 obr. 1939;
tracked_vehicles/ussr_kv2_1;▂ KV-2;
tracked_vehicles/ussr_kv2_2;KV-2;
ussr_kv_2_1940_shop;▂ KV-2 obr. 1940;
ussr_kv_2_1940_0;▂ KV-2 obrazets 1940;
ussr_kv_2_1940_1;▂ KV-2;
ussr_kv_2_1940_2;KV-2;
ussr_kv_2_zis_6_shop;▂ KV-2 (ZiS-6);
ussr_kv_2_zis_6_0;▂ KV-2 (107-mm ZiS-6);
ussr_kv_2_zis_6_1;▂ KV-2;
ussr_kv_2_zis_6_2;KV-2;
ussr_kv_220_shop;▂ KV-3 (Oby. 220);
ussr_kv_220_0;▂ KV-3 (Obyekt 220);
ussr_kv_220_1;▂ KV-3;
ussr_kv_220_2;KV-3;
ussr_kv_7_u13_shop;▂ KV-7 (Oby. 227);
ussr_kv_7_u13_0;▂ KV-7 (Obyekt 227);
ussr_kv_7_u13_1;▂ KV-7;
ussr_kv_7_u13_2;KV-7;
ussr_kv_85_shop;▂ KV-85 (Oby. 239);
ussr_kv_85_0;▂ KV-85 (Obyekt 239);
ussr_kv_85_1;▂ KV-85;
ussr_kv_85_2;KV-85;
ussr_kv_122_shop;▂ KV-122;
ussr_kv_122_0;▂ KV-122;
ussr_kv_122_1;▂ KV-122;
ussr_kv_122_2;KV-122;
ussr_9p149_shop;▂ MT-LB 9P149 Shturm-S;
ussr_9p149_0;▂ MT-LB 9P149 Shturm-S;
ussr_9p149_1;▂ MT-LB Shturm-S;
ussr_9p149_2;MT-LB;
shop/group/ussr_su_object_group;▂ Su/Obyekt;
ussr_object_140_shop;▂ Oby. 140;
ussr_object_140_0;▂ Obyekt 140;
ussr_object_140_1;▂ Oby. 140;
ussr_object_140_2;Oby. 140;
ussr_object_268_shop;▂ Oby. 268;
ussr_object_268_0;▂ Obyekt 268;
ussr_object_268_1;▂ Oby. 268;
ussr_object_268_2;Oby. 268;
ussr_object_279_shop;▂ Oby. 279 Kotin;
ussr_object_279_0;▂ Obyekt 279 Kotin;
ussr_object_279_1;▂ Oby. 279 Kotin;
ussr_object_279_2;Oby. 279 Kotin;
ussr_object_292_shop;▂ Oby. 292;
ussr_object_292_0;▂ Obyekt 292;
ussr_object_292_1;▂ Oby. 292;
ussr_object_292_2;Oby. 292;
ussr_object_435_shop;▂ Oby. 435;
ussr_object_435_0;▂ Obyekt 435;
ussr_object_435_1;▂ Oby. 435;
ussr_object_435_2;Oby. 435;
ussr_object_685_shop;▂ Oby. 685;
ussr_object_685_0;▂ Obyekt 685;
ussr_object_685_1;▂ Oby. 685;
ussr_object_685_2;Oby. 685;
ussr_object_775_shop;▂ Oby. 775;
ussr_object_775_0;▂ Obyekt 775;
ussr_object_775_1;▂ Oby. 775;
ussr_object_775_2;Oby. 775;
ussr_object_906_shop;▂ Oby. 906;
ussr_object_906_0;▂ Obyekt 906;
ussr_object_906_1;▂ Oby. 906;
ussr_object_906_2;Oby. 906;
cn_pt_76_shop;␗ PT-76;
cn_pt_76_0;␗ PT-76;
cn_pt_76_1;␗ PT-76;
cn_pt_76_2;PT-76;
ussr_pt_76b_shop;▂ PT-76B;
ussr_pt_76b_0;▂ PT-76B;
ussr_pt_76b_1;▂ PT-76B;
ussr_pt_76b_2;PT-76;
shop/group/sw_pt_76_comet_group;▂ PT-76/Comet;
ussr_pt_76_57_shop;▂ PT-76E;
ussr_pt_76_57_0;▂ PT-76E;
ussr_pt_76_57_1;▂ PT-76E;
ussr_pt_76_57_2;PT-76;
ussr_ai_sam_launcher_s_75_0;▂ SM-90;
ussr_ai_sam_launcher_s_75_1;▂ SM-90;
ussr_ai_sam_launcher_s_75_2;SM-90;
ussr_smk_shop;▂ SMK;
ussr_smk_0;▂ SMK;
ussr_smk_1;▂ SMK;
ussr_smk_2;SMK;
ussr_2s3m_shop;▂ SO-152M Akatsiya;
ussr_2s3m_0;▂ SO-152M 2S3M Akatsiya;
ussr_2s3m_1;▂ SO-152M Akatsiya;
ussr_2s3m_2;SO-152 Akatsiya;
ussr_su_5_1_shop;▂ SU-5-1;
ussr_su_5_1_0;▂ SU-5-1;
ussr_su_5_1_1;▂ SU-5-1;
ussr_su_5_1_2;SU-5;
ussr_zsu_23_4_shop;▂ ZSU-23-4 Shilka;
ussr_zsu_23_4_0;▂ ZSU-23-4 Shilka;
ussr_zsu_23_4_1;▂ ZSU-23-4 Shilka;
ussr_zsu_23_4_2;ZSU-23;
il_zsu_23_4_shop; ZSU-23-4 Shilka;
il_zsu_23_4_0; ZSU-23-4 Shilka;
il_zsu_23_4_1; ZSU-23-4 Shilka;
il_zsu_23_4_2;ZSU-23;
it_zsu_23_4_shop;◔ ZSU-23-4 Shilka;
it_zsu_23_4_0;◔ ZSU-23-4 Shilka;
it_zsu_23_4_1;◔ ZSU-23-4 Shilka;
it_zsu_23_4_2;ZSU-23;
ussr_zsu_23_4m2_shop;▂ ZSU-23-4M2 Shilka;
ussr_zsu_23_4m2_0;▂ ZSU-23-4M2 Shilka;
ussr_zsu_23_4m2_1;▂ ZSU-23-4 Shilka;
ussr_zsu_23_4m2_2;ZSU-23;
ussr_zsu_23_4m4_shop;▂ ZSU-23-4M4 Shilka;
ussr_zsu_23_4m4_0;▂ ZSU-23-4M4 Shilka;
ussr_zsu_23_4m4_1;▂ ZSU-23-4 Shilka;
ussr_zsu_23_4m4_2;ZSU-23;
ussr_zsu_37_shop;▂ ZSU-37;
ussr_zsu_37_0;▂ ZSU-37;
ussr_zsu_37_1;▂ ZSU-37;
ussr_zsu_37_2;ZSU-37;
ussr_zsu_37_2_shop;▂ ZSU-37-2 Yenisei;
ussr_zsu_37_2_0;▂ ZSU-37-2 Yenisei;
ussr_zsu_37_2_1;▂ ZSU-37-2 Yenisei;
ussr_zsu_37_2_2;ZSU-37 Yenisei;
ussr_su_57_shop;▂ SU-57;
ussr_su_57_0;▂ SU-57;
ussr_su_57_1;▂ SU-57;
ussr_su_57_2;SU-57;
ussr_su_57b_shop;▂ SU-57B;
ussr_su_57b_0;▂ SU-57B;
ussr_su_57b_1;▂ SU-57B;
ussr_su_57b_2;SU-57B;
ussr_asu_57_shop;▂ ASU-57;
ussr_asu_57_0;▂ ASU-57;
ussr_asu_57_1;▂ ASU-57;
ussr_asu_57_2;ASU-57;
ussr_zsu_57_2_shop;▂ ZSU-57-2;
ussr_zsu_57_2_0;▂ ZSU-57-2;
ussr_zsu_57_2_1;▂ ZSU-57-2;
ussr_zsu_57_2_2;ZSU-57;
il_zsu_57_2_shop; ZSU-57-2;
il_zsu_57_2_0; ZSU-57-2;
il_zsu_57_2_1; ZSU-57-2;
il_zsu_57_2_2;ZSU-57;
it_zsu_57_2_shop;◔ ZSU-57-2;
it_zsu_57_2_0;◔ ZSU-57-2;
it_zsu_57_2_1;◔ ZSU-57-2;
it_zsu_57_2_2;ZSU-57;
ussr_su_76m_1943_shop;▂ SU-76M;
ussr_su_76m_1943_0;▂ SU-76M;
ussr_su_76m_1943_1;▂ SU-76M;
ussr_su_76m_1943_2;SU-76;
tracked_vehicles/ussr_su76_0;▂ SU-76M;
tracked_vehicles/ussr_su76_1;▂ SU-76M;
tracked_vehicles/ussr_su76_2;SU-76;
ussr_su_76m_5st_kav_corps_shop;▂ SU-76M (5th Gv.Kav.Korps);
ussr_su_76m_5st_kav_corps_0;▂ SU-76M (5th Gvardeyskaya Kavaleriysky Korpus);
ussr_su_76m_5st_kav_corps_1;▂ SU-76M;
ussr_su_76m_5st_kav_corps_2;SU-76;
cn_su_76m_1943_shop;␗ SU-76M;
cn_su_76m_1943_0;␗ SU-76M;
cn_su_76m_1943_1;␗ SU-76M;
cn_su_76m_1943_2;SU-76;
ussr_su_76d_shop;▂ SU-76D;
ussr_su_76d_0;▂ SU-76D;
ussr_su_76d_1;▂ SU-76D;
ussr_su_76d_2;SU-76D;
shop/group/ussr_su_85_85m_group;▂ SU-85;
shop/group/ussr_su_85_group;▂ SU-85;
ussr_su_85_group;▂ SU-85;
ussr_su_85_1943_shop;▂ SU-85;
ussr_su_85_1943_0;▂ SU-85;
ussr_su_85_1943_1;▂ SU-85;
ussr_su_85_1943_2;SU-85;
tracked_vehicles/ussr_su85_0;▂ SU-85;
tracked_vehicles/ussr_su85_1;▂ SU-85;
tracked_vehicles/ussr_su85_2;SU-85;
shop/group/ussr_su_isu_122_group;▂ SU-85M/ISU-122;
ussr_su_85m_shop;▂ SU-85M;
ussr_su_85m_0;▂ SU-85M;
ussr_su_85m_1;▂ SU-85M;
ussr_su_85m_2;SU-85;
ussr_su_85a_shop;▂ SU-85A;
ussr_su_85a_0;▂ SU-85A;
ussr_su_85a_1;▂ SU-85A;
ussr_su_85a_2;SU-85A;
ussr_asu_85_shop;▂ ASU-85;
ussr_asu_85_0;▂ ASU-85;
ussr_asu_85_1;▂ ASU-85;
ussr_asu_85_2;ASU-85;
ussr_su_100_1945_shop;▂ SU-100;
ussr_su_100_1945_0;▂ SU-100;
ussr_su_100_1945_1;▂ SU-100;
ussr_su_100_1945_2;SU-100;
tracked_vehicles/ussr_su100_0;▂ SU-100;
tracked_vehicles/ussr_su100_1;▂ SU-100;
tracked_vehicles/ussr_su100_2;SU-100;
cn_su_100_1945_shop;␗ SU-100;
cn_su_100_1945_0;␗ SU-100;
cn_su_100_1945_1;␗ SU-100;
cn_su_100_1945_2;SU-100;
ussr_su_100p_shop;▂ SU-100P;
ussr_su_100p_0;▂ SU-100P;
ussr_su_100p_1;▂ SU-100P;
ussr_su_100p_2;SU-100P;
ussr_su_100Y_shop;▂ SU-100Y;
ussr_su_100Y_0;▂ SU-100Y;
ussr_su_100Y_1;▂ SU-100Y;
ussr_su_100Y_2;SU-100Y;
ussr_su_122_shop;▂ SU-122;
ussr_su_122_0;▂ SU-122;
ussr_su_122_1;▂ SU-122;
ussr_su_122_2;SU-122;
shop/group/ussr_su_object_group;▂ SU-122-54/Oby. 268;
ussr_su_122_54_shop;▂ SU-122-54;
ussr_su_122_54_0;▂ SU-122-54;
ussr_su_122_54_1;▂ SU-122-54;
ussr_su_122_54_2;SU-122-54;
ussr_su_122P_shop;▂ SU-122P;
ussr_su_122P_0;▂ SU-122P;
ussr_su_122P_1;▂ SU-122P;
ussr_su_122P_2;SU-122P;
shop/group/isu_122_group;▂ ISU-122/122S;
ussr_isu_122_shop;▂ ISU-122;
ussr_isu_122_0;▂ ISU-122;
ussr_isu_122_1;▂ ISU-122;
ussr_isu_122_2;ISU-122;
cn_isu_122_shop;␗ ISU-122;
cn_isu_122_0;␗ ISU-122;
cn_isu_122_1;␗ ISU-122;
cn_isu_122_2;ISU-122;
shop/group/ussr_isu_su_group;▂ ISU-122S/SU-100;
ussr_isu_122s_shop;▂ ISU-122S;
ussr_isu_122s_0;▂ ISU-122S;
ussr_isu_122s_1;▂ ISU-122S;
ussr_isu_122s_2;ISU-122S;
shop/group/ussr_su_isu_152_group;▂ SU-152/SU-85/ISU-152;
ussr_su_152_shop;▂ SU-152;
ussr_su_152_0;▂ SU-152;
ussr_su_152_1;▂ SU-152;
ussr_su_152_2;SU-152;
ussr_object_120_shop;▂ SU-152 Taran (Oby. 120);
ussr_object_120_0;▂ SU-152 Taran (Obyekt 120);
ussr_object_120_1;▂ SU-152 Taran;
ussr_object_120_2;SU-152 Taran;
ussr_isu_152_shop;▂ ISU-152;
ussr_isu_152_0;▂ ISU-152;
ussr_isu_152_1;▂ ISU-152;
ussr_isu_152_2;ISU-152;
tracked_vehicles/ussr_isu152_0;▂ ISU-152;
tracked_vehicles/ussr_isu152_1;▂ ISU-152;
tracked_vehicles/ussr_isu152_2;ISU-152;
cn_isu_152_shop;␗ ISU-152;
cn_isu_152_0;␗ ISU-152;
cn_isu_152_1;␗ ISU-152;
cn_isu_152_2;ISU-152;
ussr_t_10a_shop;▂ T-10A;
ussr_t_10a_0;▂ T-10A;
ussr_t_10a_1;▂ T-10A;
ussr_t_10a_2;T-10;
ussr_t_10m_shop;▂ T-10M;
ussr_t_10m_0;▂ T-10M;
ussr_t_10m_1;▂ T-10M;
ussr_t_10m_2;T-10;
ussr_t_26_1940_shop;▂ T-26 obr. 1939;
ussr_t_26_1940_0;▂ T-26 obrazets 1939;
ussr_t_26_1940_1;▂ T-26;
ussr_t_26_1940_2;T-26;
ussr_t_26_1940_1st_GvTBr_shop;▂ T-26 obr. 1939 (1st Gv.T.Br.);
ussr_t_26_1940_1st_GvTBr_0;▂ T-26 obrazets 1939 (1st Gvardeyskaya Tankovaya Brigada);
ussr_t_26_1940_1st_GvTBr_1;▂ T-26;
ussr_t_26_1940_1st_GvTBr_2;T-26;
cn_t_26_1940_shop;⛭ T-26 obr. 1939;
cn_t_26_1940_0;⛭ T-26 obrazets 1939;
cn_t_26_1940_1;⛭ T-26;
cn_t_26_1940_2;T-26;
cn_t_26_no531_shop;"⛭ T-26 obr. 1939 ""No.531""";
cn_t_26_no531_0;"⛭ T-26 obrazets 1939 ""No.531""";
cn_t_26_no531_1;⛭ T-26;
cn_t_26_no531_2;T-26;
ussr_t_26E_shop;▂ T-26E obr. 1939;
ussr_t_26E_0;▂ T-26 obrazets 1939 s ekranami;
ussr_t_26E_1;▂ T-26E;
ussr_t_26E_2;T-26;
ussr_t_26_4_shop;▂ T-26-4;
ussr_t_26_4_0;▂ T-26-4;
ussr_t_26_4_1;▂ T-26-4;
ussr_t_26_4_2;T-26;
shop/group/ussr_t_28_t_28e_group;▂ T-28/T-28E;
ussr_t_28_1938_shop;▂ T-28 obr. 1934;
ussr_t_28_1938_0;▂ T-28 obrazets 1934;
ussr_t_28_1938_1;▂ T-28;
ussr_t_28_1938_2;T-28;
ussr_t_28_shop;▂ T-28 obr. 1938;
ussr_t_28_0;▂ T-28 obrazets 1938;
ussr_t_28_1;▂ T-28;
ussr_t_28_2;T-28;
ussr_t_28E_shop;▂ T-28E obr. 1938;
ussr_t_28E_0;▂ T-28 obrazets 1938 s ekranami;
ussr_t_28E_1;▂ T-28E;
ussr_t_28E_2;T-28;
ussr_t_34_1940_l_11_shop;▂ A-34;
ussr_t_34_1940_l_11_0;▂ A-34;
ussr_t_34_1940_l_11_1;▂ A-34;
ussr_t_34_1940_l_11_2;A-34;
shop/group/ussr_t_34_40_41_group;▂ T-34 (e);
ussr_t_34_1941_l_11_shop;▂ T-34 obr. 1940;
ussr_t_34_1941_l_11_0;▂ T-34 obrazets 1940;
ussr_t_34_1941_l_11_1;▂ T-34;
ussr_t_34_1941_l_11_2;T-34;
ussr_t_34_1941_shop;▂ T-34 obr. 1941;
ussr_t_34_1941_0;▂ T-34 obrazets 1941;
ussr_t_34_1941_1;▂ T-34;
ussr_t_34_1941_2;T-34;
tracked_vehicles/ussr_t34_mode41_0;▂ T-34 obr. 1941;
tracked_vehicles/ussr_t34_mode41_1;▂ T-34;
tracked_vehicles/ussr_t34_mode41_2;T-34;
ussr_t_34_1941_cast_turret_shop;▂ T-34 obr. 1941 (1st Gv.T.Br.);
ussr_t_34_1941_cast_turret_0;▂ T-34 obrazets 1941 (1st Gvardeyskaya Tankovaya Brigada);
ussr_t_34_1941_cast_turret_1;▂ T-34;
ussr_t_34_1941_cast_turret_2;T-34;
ussr_t_34E_shop;▂ T-34E obr. 1941 (e);
ussr_t_34E_0;▂ T-34 obrazets 1941 s ekranami (early production);
ussr_t_34E_1;▂ T-34E;
ussr_t_34E_2;T-34;
ussr_t_34E_STZ_shop;▂ T-34E obr. 1941 (l);
ussr_t_34E_STZ_0;▂ T-34 obrazets 1941 s ekranami (late production);
ussr_t_34E_STZ_1;▂ T-34E;
ussr_t_34E_STZ_2;T-34;
shop/group/ussr_t_34_42_group;▂ T-34 (l);
ussr_t_34_1942_shop;▂ T-34 obr. 1942;
ussr_t_34_1942_0;▂ T-34 obrazets 1942;
ussr_t_34_1942_1;▂ T-34;
ussr_t_34_1942_2;T-34;
tracked_vehicles/ussr_t34_mode43_0;▂ T-34 obr. 1942;
tracked_vehicles/ussr_t34_mode43_1;▂ T-34;
tracked_vehicles/ussr_t34_mode43_2;T-34;
germ_t_34_747_2;PzKpfw T-34 747(r);
shop/group/cn_t_34_m4_group;␗ T-34/M4A1;
cn_t_34_1942_shop;␗ T-34 obr. 1943;
cn_t_34_1942_0;␗ T-34 obrazets 1943;
cn_t_34_1942_1;␗ T-34;
cn_t_34_1942_2;T-34;
ussr_t_34_1941_57_shop;▂ T-34-57 obr. 1941;
ussr_t_34_1941_57_0;▂ T-34-57 obrazets 1941;
ussr_t_34_1941_57_1;▂ T-34-57;
ussr_t_34_1941_57_2;T-34;
ussr_t_34_57_1943_shop;▂ T-34-57 obr. 1943;
ussr_t_34_57_1943_0;▂ T-34-57 obrazets 1943;
ussr_t_34_57_1943_1;▂ T-34-57;
ussr_t_34_57_1943_2;T-34;
shop/group/ussr_t_34_85_group;▂ T-34-85;
ussr_t_34_85_d_5t_shop;▂ T-34-85 obr. 1943;
ussr_t_34_85_d_5t_0;▂ T-34-85 obrazets 1943;
ussr_t_34_85_d_5t_1;▂ T-34-85;
ussr_t_34_85_d_5t_2;T-34;
shop/group/cn_t_34_85_group;␗ T-34-85;
cn_t_34_85_d_5t_shop;␗ T-34-85 obr. 1944 (e);
cn_t_34_85_d_5t_0;␗ T-34-85 obrazets 1944 (early production);
cn_t_34_85_d_5t_1;␗ T-34-85;
cn_t_34_85_d_5t_2;T-34;
ussr_t_34_85_zis_53_shop;▂ T-34-85 obr. 1944 (e);
ussr_t_34_85_zis_53_0;▂ T-34-85 obrazets 1944 (early production);
ussr_t_34_85_zis_53_1;▂ T-34-85;
ussr_t_34_85_zis_53_2;T-34;
tracked_vehicles/ussr_t34_85_0;▂ T-34-85 obr. 1944 (e);
tracked_vehicles/ussr_t34_85_1;▂ T-34-85;
tracked_vehicles/ussr_t34_85_2;T-34;
tracked_vehicles/ussr_t34_85_increased_pitch_0;▂ T-34-85 obr. 1944 (e);
tracked_vehicles/ussr_t34_85_increased_pitch_1;▂ T-34-85;
tracked_vehicles/ussr_t34_85_increased_pitch_2;T-34;
ussr_t_34_85_zis_53_kit_3rank_shop;▂ T-34-85 obr. 1944 (e) (camo net);
ussr_t_34_85_zis_53_kit_3rank_0;▂ T-34-85 obrazets 1944 (early production) (camouflage net);
ussr_t_34_85_zis_53_kit_3rank_1;▂ T-34-85;
ussr_t_34_85_zis_53_kit_3rank_2;T-34;
ussr_t_34_85_zis_53_v80_shop;"▂ T-34-85 obr. 1944 (e) ""Partisan""";
ussr_t_34_85_zis_53_v80_0;"▂ T-34-85 obrazets 1944 (early production) ""Partisan""";
ussr_t_34_85_zis_53_v80_1;▂ T-34-85;
ussr_t_34_85_zis_53_v80_2;T-34;
cn_t_34_85_zis_53_no215_shop;"␗ T-34-85 obr. 1944 (e) ""No.215""";
cn_t_34_85_zis_53_no215_0;"␗ T-34-85 obrazets 1944 (early production) ""No.215""";
cn_t_34_85_zis_53_no215_1;␗ T-34-85;
cn_t_34_85_zis_53_no215_2;T-34;
cn_type_58_shop;␗ T-34-85 obr. 1944 (l);
cn_type_58_0;␗ T-34-85 obrazets 1944 (late production);
cn_type_58_1;␗ T-34-85;
cn_type_58_2;T-34;
ussr_t_34_85_stp_s53_shop;␗ T-34-85 obr. 1944 (STP);
ussr_t_34_85_stp_s53_0;␗ T-34-85 obrazets 1944 (STP);
ussr_t_34_85_stp_s53_1;␗ T-34-85;
ussr_t_34_85_stp_s53_2;T-34;
ussr_t_34_85E_shop;▂ T-34-85E;
ussr_t_34_85E_0;▂ T-34-85 obrazets 1944 s ekranami;
ussr_t_34_85E_1;▂ T-34-85E;
ussr_t_34_85E_2;T-34;
ussr_t_34_100_shop;▂ T-34-100;
ussr_t_34_100_0;▂ T-34-100;
ussr_t_34_100_1;▂ T-34-100;
ussr_t_34_100_2;T-34;
ussr_t_35_shop;▂ T-35A;
ussr_t_35_0;▂ T-35A;
ussr_t_35_1;▂ T-35A;
ussr_t_35_2;T-35;
ussr_t_44_po_shop;▂ T-44-85;
ussr_t_44_po_0;▂ T-44-85;
ussr_t_44_po_1;▂ T-44-85;
ussr_t_44_po_2;T-44;
ussr_t_44_shop;▂ T-44A;
ussr_t_44_0;▂ T-44A;
ussr_t_44_1;▂ T-44A;
ussr_t_44_2;T-44;
ussr_t_44_100_shop;▂ T-44-100;
ussr_t_44_100_0;▂ T-44-100;
ussr_t_44_100_1;▂ T-44-100;
ussr_t_44_100_2;T-44;
ussr_t_44_122_shop;▂ T-44-122;
ussr_t_44_122_0;▂ T-44-122;
ussr_t_44_122_1;▂ T-44-122;
ussr_t_44_122_2;T-44;
ussr_t_50_shop;▂ T-50;
ussr_t_50_0;▂ T-50;
ussr_t_50_1;▂ T-50;
ussr_t_50_2;T-50;
ussr_t_50_for_tutorial_shop;▂ T-50;
ussr_t_50_for_tutorial_0;▂ T-50;
ussr_t_50_for_tutorial_1;▂ T-50;
ussr_t_50_for_tutorial_2;T-50;
ussr_t_126sp_shop;▂ T-126;
ussr_t_126sp_0;▂ T-126;
ussr_t_126sp_1;▂ T-126;
ussr_t_126sp_2;T-126;
shop/group/ussr_t_54_group;▂ T-54;
ussr_t_54_1947_shop;▂ T-54 obr. 1946;
ussr_t_54_1947_0;▂ T-54 obrazets 1946;
ussr_t_54_1947_1;▂ T-54;
ussr_t_54_1947_2;T-54;
ussr_t_54_1949_shop;▂ T-54 obr. 1949;
ussr_t_54_1949_0;▂ T-54 obrazets 1949;
ussr_t_54_1949_1;▂ T-54;
ussr_t_54_1949_2;T-54;
ussr_t_54_1951_shop;▂ T-54 obr. 1951;
ussr_t_54_1951_0;▂ T-54 obrazets 1951;
ussr_t_54_1951_1;▂ T-54;
